Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Category
80,51,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,39215.68627,51.0,0.0,51,51,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,32,32,19607.84314,19607.84314,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,1,0,1,0,1444,1176,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force,Web Attack
2717,13,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,461538.4615,153846.1538,13.0,0.0,13,13,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40,20,76923.07692,76923.07692,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,PortScan
53,62854,1,1,40,106,40,40,40.0,0.0,106,106,106.0,0.0,2322.843415,31.81977281,62854.0,0.0,62854,62854,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,44,32,15.9098864,15.9098864,40,106,62.0,38.10511777,1452.0,0,0,0,0,0,0,0,0,1,93.0,40.0,106.0,1,40,1,106,-1,-1,0,44,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
2968,54,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,148148.1481,37037.03704,54.0,0.0,54,54,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,24,20,18518.51852,18518.51852,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,PortScan
5907,35,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,171428.5714,57142.85714,35.0,0.0,35,35,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40,20,28571.42857,28571.42857,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,PortScan
443,6003584,12,8,4602,3974,2513,0,383.5,788.6176052,1400,0,496.75,662.1775226,1428.480055,3.331343411,315978.1053,1226055.609,5372755,2,6003584,545780.3636,1603172.169,5372755,3,595760,85108.57143,115160.2421,329847,48,0,0,260,168,1.998806047,1.332537364,0,2513,408.3809524,712.2894409,507356.2476,0,0,0,1,0,0,0,0,0,428.8,383.5,496.75,12,4602,8,3974,29200,18980,11,20,630826.0,0.0,630826,630826,5372755.0,0.0,5372755,5372755,BENIGN,BENIGN
53,108799,2,2,84,278,42,42,42.0,0.0,139,139,139.0,0.0,3327.2364635704,36.7650437964,36266.3333333333,62809.9357851394,108793,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,64,64,18.3825218982,18.3825218982,42,139,80.8,53.129088078,2822.7,0,0,0,0,0,0,0,0,1,101.0,42.0,139.0,2,84,2,278,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
21,226,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,61946.90265,13274.33628,113.0,80.61017306,170,56,226,226.0,0.0,226,226,0,0.0,0.0,0,0,1,0,64,20,8849.557522,4424.778761,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator,Brute Force
443,32231,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,62.05206168,32231.0,0.0,32231,32231,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,32,32,31.02603084,31.02603084,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,1,0,1,0,512,127,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
80,183528,3,6,320,11595,320,0,106.6666667,184.7520861,5792,0,1932.5,2181.008184,64921.97376,49.03883876,22941.0,60035.82661,171164,4,12013,6006.5,8488.816908,12009,4,183488,36697.6,75346.54076,171164,44,0,0,104,200,16.34627959,32.69255917,0,5792,1191.5,1888.473766,3566333.167,0,0,0,1,0,0,0,0,2,1323.888889,106.6666667,1932.5,3,320,6,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,DoS
80,1850280,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,6287.156538,4.864128672,231285.0,653759.8321,1849258,2,668,334.0,189.5046174,468,200,1850231,370046.2,826904.5852,1849258,2,0,0,72,132,1.621376224,3.242752448,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
21,87,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,160919.5402,22988.50575,87.0,0.0,87,87,87,87.0,0.0,87,87,0,0.0,0.0,0,0,1,0,64,0,22988.50575,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator,Brute Force
53,193,2,2,80,112,40,40,40.0,0.0,56,56,56.0,0.0,994818.6528,20725.3886,64.33333333,107.9691314,189,1,3,3.0,0.0,3,3,1,1.0,0.0,1,1,0,0,40,40,10362.6943,10362.6943,40,56,46.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,58.0,40.0,56.0,2,80,2,112,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
1032,38,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,157894.7368,52631.57895,38.0,0.0,38,38,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40,20,26315.78947,26315.78947,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,PortScan
53,30728,2,2,110,142,55,55,55.0,0.0,71,71,71.0,0.0,8200.989326,130.1744337,10242.66667,17736.48901,30723,1,4,4.0,0.0,4,4,1,1.0,0.0,1,1,0,0,64,80,65.08721687,65.08721687,55,71,61.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,76.75,55.0,71.0,2,110,2,142,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
8000,49,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,81632.65306,40816.32653,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0,48,0,40816.32653,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
80,81227872,8,5,56,11607,20,0,7.0,5.656854249,10220,0,2321.4,4455.182578,143.5837196,0.160043587,6768989.333,20900000.0,73000000,1,79400000,11300000.0,27300000.0,73000000,1,1841134,460283.5,919589.8383,1839668,2,0,0,172,112,0.098488361,0.061555226,0,10220,833.5,2726.136143,7431818.269,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,8,56,5,11607,256,229,6,20,2990.0,0.0,2990,2990,39700000.0,47100000.0,73000000,6361048,DDoS,DDoS
22,155,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,12903.22581,155.0,0.0,155,155,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,32,32,6451.612903,6451.612903,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,1,0,1,0,290,243,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
53,164,2,2,82,114,41,41,41.0,0.0,57,57,57.0,0.0,1195121.951,24390.2439,54.66666667,55.30220008,113,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,64,64,12195.12195,12195.12195,41,57,47.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,59.25,41.0,57.0,2,82,2,114,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
80,84216265,7,5,326,11595,326,0,46.57142857,123.2164182,7240,0,2319.0,3331.638186,141.5522287,0.14249029,7656024.091,25300000.0,84100000,1,84100000,14000000.0,34300000.0,84100000,1,149542,37385.5,66886.34134,137367,85,0,0,232,168,0.083119336,0.059370954,0,7240,917.0,2244.674735,5038564.667,0,0,0,0,1,0,0,0,0,993.4166667,46.57142857,2319.0,7,326,5,11595,251,235,1,32,5.0,0.0,5,5,84100000.0,0.0,84100000,84100000,DoS Hulk,DoS
80,15889,2,2,12,0,6,6,6.0,0.0,0,0,0.0,0.0,755.2394738,251.7464913,5296.333333,8743.810516,15390,43,499,499.0,0.0,499,499,15846,15846.0,0.0,15846,15846,0,0,40,64,125.8732456,125.8732456,0,6,3.6,3.286335345,10.8,1,0,0,0,0,0,0,0,1,4.5,6.0,0.0,2,12,2,0,0,235,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,DoS
1301,42,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,142857.1429,47619.04762,42.0,0.0,42,42,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40,20,23809.52381,23809.52381,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,PortScan
22,12822185,19,31,2008,2745,640,0,105.6842105,143.7671932,976,0,88.5483871,223.315,370.6856515,3.899491389,261677.2449,685857.6708,2416335,4,10400000,575763.7778,944241.5569,2314999,390,12800000,427401.7,839891.6239,2416335,4,0,0,616,1000,1.481806728,2.417684661,0,976,93.19607843,193.9302988,37608.96078,0,0,0,1,0,0,0,0,1,95.06,105.6842105,88.5483871,19,2008,31,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator,Brute Force
80,73010196,8,4,56,11601,20,0,7.0,5.656854249,8760,0,2900.25,4128.319301,159.6626312,0.164360605,6637290.545,20100000.0,67000000,2,71800000,10300000.0,25100000.0,67000000,2,1242175,414058.3333,712416.0592,1236681,380,0,0,172,92,0.109573737,0.054786868,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,0,971.9166667,7.0,2900.25,8,56,4,11601,256,229,6,20,4768889.0,0.0,4768889,4768889,67000000.0,0.0,67000000,67000000,DDoS,DDoS
80,100030997,5,7,424,11595,412,0,84.8,182.9349611,7240,0,1656.428571,2698.609263,120.1527563,0.119962815,9093727.0,30100000.0,99800000,33,99900000,25000000.0,49900000.0,99800000,998,100000000,16700000.0,40800000.0,99900000,66,0,0,144,232,0.049984506,0.069978309,0,7240,925.0,2080.624265,4328997.333,1,0,0,0,0,0,0,0,1,1002.083333,84.8,1656.428571,5,424,7,11595,0,235,2,20,13994.0,0.0,13994,13994,99800000.0,0.0,99800000,99800000,DoS Hulk,DoS
8080,1011196,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.80070333,5.933567775,202239.2,276057.1803,505944,570,1010626,505313.0,1960.099997,506699,503927,1010611,505305.5,1709.07709,506514,504097,0,0,92,60,2.966783888,2.966783888,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot,Bot
21,352,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,39772.72727,8522.727273,176.0,188.0904038,309,43,352,352.0,0.0,352,352,0,0.0,0.0,0,0,1,0,64,20,5681.818182,2840.909091,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator,Brute Force
80,85056,3,5,26,11601,20,0,8.666666667,10.26320288,4380,0,2320.2,2207.341206,136698.1753,94.05568096,12150.85714,28240.13573,75784,68,8850,4425.0,6161.728491,8782,68,84948,21237.0,36598.28006,75784,80,0,0,72,112,35.27088036,58.7848006,0,4380,1291.888889,1980.710254,3923213.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
8100,44,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,136363.6364,45454.54545,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40,20,22727.27273,22727.27273,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,PortScan
80,24903316,4,3,24,0,6,6,6.0,0.0,0,0,0.0,0.0,0.96372708,0.281087065,4150552.667,4890995.707,10000000,36914,24900000,8301105.333,3006957.446,10000000,4828970,20100000,10000000.0,1022.476406,10000000,10000000,0,0,80,96,0.16062118,0.120465885,0,6,3.75,3.105295017,9.642857143,0,0,0,0,1,0,0,0,0,4.285714286,6.0,0.0,4,24,3,0,256,1114,3,20,37027.5,160.5132393,37141,36914,10000000.0,873.2768748,10000000,9999528,BENIGN,BENIGN
80,313801,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,37071.26491,28.68059694,39225.125,110546.3372,312813,3,802,401.0,415.7787873,695,107,313665,62733.0,139799.361,312813,3,0,0,72,132,9.56019898,19.12039796,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
43924,12858,3,1,69,0,38,0,23.0,20.22374842,0,0,0.0,0.0,5366.308913,311.0903718,4286.0,7367.333235,12793,4,12858,6429.0,9086.322138,12854,4,0,0.0,0.0,0,0,1,0,96,44,233.3177788,77.77259294,0,38,21.4,19.74335331,389.8,0,1,0,0,1,0,0,0,0,26.75,23.0,0.0,3,69,1,0,972,319,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
22,11670632,20,33,2008,2745,640,0,100.4,141.9141327,976,0,83.18181818,217.2857356,407.2615776,4.541313615,224435.2308,606489.1803,2148900,15,9718425,511496.0526,878143.8246,2210018,444,11700000,364703.7188,743273.1488,2148900,44,0,0,648,1064,1.713703251,2.827610364,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,100.4,83.18181818,20,2008,33,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator,Brute Force
80,10125808,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.96272653,0.493787755,2531452.0,5061780.669,10100000,440,10100000,2531452.0,5061780.669,10100000,440,0,0.0,0.0,0,0,0,0,100,0,0.493787755,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,5,30,0,0,256,-1,4,20,1685.0,0.0,1685,1685,10100000.0,0.0,10100000,10100000,DDoS,DDoS
80,35155,3,5,26,11601,20,0,8.666666667,10.26320288,7300,0,2320.2,3022.508098,330735.315,227.5636467,5022.142857,9081.99342,23501,4,11041,5520.5,7801.509117,11037,4,35027,8756.75,11110.67158,23501,165,0,0,72,112,85.33636752,142.2272792,0,7300,1291.888889,2460.652985,6054813.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,DDoS
53,912,2,2,94,196,47,47,47.0,0.0,98,98,98.0,0.0,317982.4561,4385.964912,304.0,520.4815078,905,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,40,40,2192.982456,2192.982456,47,98,67.4,27.93385043,780.3,0,0,0,0,0,0,0,0,1,84.25,47.0,98.0,2,94,2,196,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
80,9109040,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.29343158,0.548905263,2277260.0,4553739.334,9107869,345,9109040,2277260.0,4553739.334,9107869,345,0,0.0,0.0,0,0,0,0,100,0,0.548905263,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,5,30,0,0,256,-1,4,20,1171.0,0.0,1171,1171,9107869.0,0.0,9107869,9107869,DDoS,DDoS
1556,13,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,615384.6154,153846.1538,13.0,0.0,13,13,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,24,20,76923.07692,76923.07692,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,PortScan
80,6366486,6,0,36,0,6,6,6.0,0.0,0,0,0.0,0.0,5.654610722,0.94243512,1273297.2,2846204.742,6364743,211,6366486,1273297.2,2846204.742,6364743,211,0,0.0,0.0,0,0,0,0,120,0,0.94243512,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.0,6.0,0.0,6,36,0,0,256,-1,5,20,1743.0,0.0,1743,1743,6364743.0,0.0,6364743,6364743,DDoS,DDoS
80,101095841,6,8,726,11595,357,0,121.0,182.824506,4344,0,1449.375,1547.981999,121.8744498,0.138482453,7776603.154,27900000.0,101000000,6,101000000,20200000.0,45000000.0,101000000,6,101000000,14400000.0,38100000.0,101000000,46,0,0,176,264,0.059349623,0.07913283,0,4344,821.8,1301.20599,1693137.029,1,0,0,0,0,0,0,0,1,880.5,121.0,1449.375,6,726,8,11595,0,235,3,20,10974.0,0.0,10974,10974,101000000.0,0.0,101000000,101000000,DoS Hulk,DoS
80,86784445,6,6,350,11595,350,0,58.33333333,142.8869017,4344,0,1932.5,1753.015202,137.6398731,0.138273627,7889495.0,26100000.0,86500000,1,86600000,17300000.0,38700000.0,86500000,1,235009,47001.8,95117.46289,216575,19,0,0,200,200,0.069136814,0.069136814,0,4344,918.8461538,1497.763101,2243294.308,0,0,0,0,1,0,0,0,1,995.4166667,58.33333333,1932.5,6,350,6,11595,274,235,1,32,4.0,0.0,4,4,86500000.0,0.0,86500000,86500000,DoS Hulk,DoS
57188,78,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,38461.53846,39.0,12.72792206,48,30,0,0.0,0.0,0,0,48,48.0,0.0,48,48,0,0,32,64,12820.51282,25641.02564,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,1,0,2,0,243,290,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
6692,45,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,177777.7778,44444.44444,45.0,0.0,45,45,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,24,20,22222.22222,22222.22222,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,PortScan
21,3,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,4666666.667,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,64,0,666666.6667,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator,Brute Force
53,212,2,2,66,258,33,33,33.0,0.0,129,129,129.0,0.0,1528301.88679245,18867.9245283019,70.6666666667,79.7391580927,159,4,4,4.0,0.0,4,4,49,49.0,0.0,49,49,0,0,88,88,9433.962264151,9433.962264151,33,129,71.4,52.5813655205,2764.8,0,0,0,0,0,0,0,0,1,89.25,33.0,129.0,2,66,2,258,-1,-1,1,44,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
53,60482,2,2,76,140,38,38,38.0,0.0,70,70,70.0,0.0,3571.310473,66.13537912,20160.66667,34834.45886,60384,3,3,3.0,0.0,3,3,95,95.0,0.0,95,95,0,0,40,40,33.06768956,33.06768956,38,70,50.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,63.5,38.0,70.0,2,76,2,140,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
53,131726,4,4,180,404,45,45,45.0,0.0,101,101,101.0,0.0,4433.445181665,60.7321257762,18818.0,33554.6690938832,82849,3,131545,43848.3333333333,75941.4789843688,131538,3,83036,27678.6666666667,47934.794777211,83029,3,0,0,104,104,30.3660628881,30.3660628881,45,101,69.8888888889,29.5145914949,871.1111111111,0,0,0,0,0,0,0,0,1,78.625,45.0,101.0,4,180,4,404,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
53,48109,2,2,120,284,60,60,60.0,0.0,142,142,142.0,0.0,8397.597123,83.14452597,16036.33333,27768.8159,48101,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,64,40,41.57226299,41.57226299,60,142,92.8,44.91324972,2017.2,0,0,0,0,0,0,0,0,1,116.0,60.0,142.0,2,120,2,284,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
61146,57,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,210526.315789474,35087.7192982456,57.0,0.0,57,57,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,17543.8596491228,17543.8596491228,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,1,6,1,6,32,32850,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
53,66506,4,2,132,184,33,33,33.0,0.0,92,92,92.0,0.0,4751.4509969025,90.2174239918,13301.2,18248.6181586442,34960,3,31542,10514.0,18204.720019819,31535,3,4,4.0,0.0,4,4,0,0,80,40,60.1449493279,30.0724746639,33,92,49.8571428571,28.789052152,828.8095238095,0,0,0,0,0,0,0,0,0,58.1666666667,33.0,92.0,4,132,2,184,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
898,48,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,125000.0,41666.66667,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40,20,20833.33333,20833.33333,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,PortScan
21,19,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,736842.1053,105263.1579,19.0,0.0,19,19,19,19.0,0.0,19,19,0,0.0,0.0,0,0,1,0,64,0,105263.1579,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator,Brute Force
50059,3,2,0,37,0,37,0,18.5,26.1629509,0,0,0.0,0.0,12300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,64,0,666666.6667,0.0,0,37,24.66666667,21.36195996,456.3333333,0,1,0,0,1,0,0,0,0,37.0,18.5,0.0,2,37,0,0,972,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
992,15,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,533333.3333,133333.3333,15.0,0.0,15,15,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,24,20,66666.66667,66666.66667,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,PortScan
80,98797062,7,6,331,11595,331,0,47.28571429,125.1062406,7240,0,1932.5,2695.639126,120.7120916,0.13158286,8233088.5,28500000.0,98800000,0,98800000,16500000.0,40300000.0,98800000,0,5774,1154.8,2237.702103,5157,88,0,0,232,200,0.070852309,0.060730551,0,7240,851.8571429,1935.299653,3745384.747,0,0,0,0,1,0,0,0,0,917.3846154,47.28571429,1932.5,7,331,6,11595,251,235,1,32,5.0,0.0,5,5,98800000.0,0.0,98800000,98800000,DoS Hulk,DoS
80,78750328,11,12,484,2064,430,0,44.0,128.0343704,1460,0,172.0,439.7445539,32.35542079,0.292062276,3579560.364,4824327.547,10000000,72,70300000,7029043.1,4833091.073,10000000,451,78700000,7155741.455,4612685.376,10000000,194,0,0,232,336,0.139681958,0.152380318,0,1460,106.1666667,322.8169042,104210.7536,0,0,0,1,0,0,0,0,1,110.7826087,44.0,172.0,11,484,12,2064,8192,946,10,20,42604.28571,14634.57088,75792,36976,9998885.857,4944.124945,10000000,9993332,BENIGN,BENIGN
80,97724694,7,5,358,11595,358,0,51.14285714,135.3112813,8688,0,2319.0,3774.237539,122.3129949,0.122793938,8884063.091,29400000.0,97600000,48,97600000,16300000.0,39800000.0,97600000,48,143651,35912.75,64506.8487,132366,85,0,0,232,168,0.071629797,0.051164141,0,8688,919.4615385,2466.544838,6083843.436,0,0,0,0,1,0,0,0,0,996.0833333,51.14285714,2319.0,7,358,5,11595,251,235,1,32,783.0,0.0,783,783,97600000.0,0.0,97600000,97600000,DoS Hulk,DoS
27356,75,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,80000.0,26666.66667,75.0,0.0,75,75,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40,20,13333.33333,13333.33333,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,PortScan
